E:\simulator-windows-64\IMG\center_2024_10_13_18_27_27_138.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_27_138.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_27_138.jpg, 0, 1, 0, 30.19031
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_27_240.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_27_240.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_27_240.jpg, -0.0347661, 1, 0, 30.19007
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_27_343.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_27_343.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_27_343.jpg, -0.3313071, 1, 0, 30.16425
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_27_443.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_27_443.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_27_443.jpg, -0.05395293, 1, 0, 30.19071
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_27_543.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_27_543.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_27_543.jpg, 0, 1, 0, 30.18987
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_27_643.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_27_643.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_27_643.jpg, 0, 1, 0, 30.19024
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_27_744.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_27_744.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_27_744.jpg, 0, 1, 0, 30.19029
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_27_846.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_27_846.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_27_846.jpg, 0, 1, 0, 30.19029
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_27_947.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_27_947.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_27_947.jpg, 0, 1, 0, 30.19029
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_28_047.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_28_047.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_28_047.jpg, 0, 1, 0, 30.1903
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_28_148.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_28_148.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_28_148.jpg, 0, 1, 0, 30.19054
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_28_250.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_28_250.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_28_250.jpg, 0, 1, 0, 30.18996
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_28_351.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_28_351.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_28_351.jpg, -0.0777753, 1, 0, 30.18888
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_28_452.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_28_452.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_28_452.jpg, -0.1593003, 1, 0, 30.18684
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_28_556.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_28_556.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_28_556.jpg, 0, 1, 0, 30.18977
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_28_656.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_28_656.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_28_656.jpg, 0, 1, 0, 30.19002
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_28_759.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_28_759.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_28_759.jpg, 0, 1, 0, 30.19028
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_28_860.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_28_860.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_28_860.jpg, 0, 1, 0, 30.19015
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_28_962.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_28_962.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_28_962.jpg, 0, 1, 0, 30.19013
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_29_063.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_29_063.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_29_063.jpg, 0, 1, 0, 30.19012
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_29_163.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_29_163.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_29_163.jpg, 0, 1, 0, 30.19014
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_29_264.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_29_264.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_29_264.jpg, 0, 1, 0, 30.1901
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_29_366.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_29_366.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_29_366.jpg, 0.2311773, 1, 0, 30.17625
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_29_468.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_29_468.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_29_468.jpg, 0.3004977, 1, 0, 30.1803
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_29_571.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_29_571.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_29_571.jpg, 0.002508044, 1, 0, 30.18785
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_29_672.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_29_672.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_29_672.jpg, 0, 1, 0, 30.18997
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_29_774.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_29_774.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_29_774.jpg, 0, 1, 0, 30.18999
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_29_876.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_29_876.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_29_876.jpg, -0.0388071, 1, 0, 30.19027
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_29_977.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_29_977.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_29_977.jpg, -0.3404619, 1, 0, 30.16238
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_30_081.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_30_081.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_30_081.jpg, -0.2375817, 1, 0, 30.18796
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_30_184.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_30_184.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_30_184.jpg, 0, 1, 0, 30.18713
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_30_284.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_30_284.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_30_284.jpg, 0, 1, 0, 30.18999
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_30_387.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_30_387.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_30_387.jpg, 0, 1, 0, 30.19019
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_30_489.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_30_489.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_30_489.jpg, 0, 1, 0, 30.19031
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_30_593.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_30_593.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_30_593.jpg, 0, 1, 0, 30.1903
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_30_695.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_30_695.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_30_695.jpg, 0, 1, 0, 30.1903
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_30_796.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_30_796.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_30_796.jpg, 0, 1, 0, 30.19026
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_30_898.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_30_898.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_30_898.jpg, 0, 1, 0, 30.19029
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_31_000.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_31_000.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_31_000.jpg, 0, 1, 0, 30.19032
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_31_101.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_31_101.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_31_101.jpg, 0, 1, 0, 30.19033
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_31_201.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_31_201.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_31_201.jpg, 0, 1, 0, 30.19029
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_31_302.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_31_302.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_31_302.jpg, 0, 1, 0, 30.18972
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_31_401.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_31_401.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_31_401.jpg, 0, 1, 0, 30.19028
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_31_503.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_31_503.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_31_503.jpg, 0, 1, 0, 30.19028
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_31_605.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_31_605.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_31_605.jpg, 0, 1, 0, 30.1903
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_31_708.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_31_708.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_31_708.jpg, 0, 1, 0, 30.19029
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_31_809.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_31_809.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_31_809.jpg, 0, 1, 0, 30.19028
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_31_910.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_31_910.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_31_910.jpg, -0.1847337, 1, 0, 30.18108
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_32_011.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_32_011.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_32_011.jpg, -0.2821086, 1, 0, 30.17888
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_32_115.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_32_115.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_32_115.jpg, 0, 1, 0, 30.18822
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_32_218.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_32_218.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_32_218.jpg, 0, 1, 0, 30.19006
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_32_318.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_32_318.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_32_318.jpg, 0, 1, 0, 30.19028
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_32_418.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_32_418.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_32_418.jpg, 0, 1, 0, 30.19031
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_32_520.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_32_520.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_32_520.jpg, 0, 1, 0, 30.19031
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_32_623.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_32_623.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_32_623.jpg, 0, 1, 0, 30.19031
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_32_725.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_32_725.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_32_725.jpg, 0, 1, 0, 30.19028
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_32_828.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_32_828.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_32_828.jpg, 0, 1, 0, 30.19031
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_32_928.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_32_928.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_32_928.jpg, 0, 1, 0, 30.19031
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_33_029.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_33_029.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_33_029.jpg, 0, 1, 0, 30.19031
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_33_129.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_33_129.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_33_129.jpg, 0, 1, 0, 30.19028
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_33_231.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_33_231.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_33_231.jpg, 0, 1, 0, 30.19028
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_33_332.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_33_332.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_33_332.jpg, 0, 1, 0, 30.19027
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_33_432.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_33_432.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_33_432.jpg, 0, 1, 0, 30.19021
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_33_532.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_33_532.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_33_532.jpg, 0, 1, 0, 30.19022
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_33_637.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_33_637.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_33_637.jpg, 0, 1, 0, 30.1902
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_33_739.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_33_739.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_33_739.jpg, 0, 1, 0, 30.19025
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_33_841.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_33_841.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_33_841.jpg, 0, 1, 0, 30.18982
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_33_942.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_33_942.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_33_942.jpg, 0, 1, 0, 30.19041
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_34_045.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_34_045.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_34_045.jpg, 0, 1, 0, 30.18983
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_34_148.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_34_148.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_34_148.jpg, 0, 1, 0, 30.19043
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_34_250.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_34_250.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_34_250.jpg, 0, 1, 0, 30.1903
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_34_352.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_34_352.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_34_352.jpg, 0, 1, 0, 30.19028
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_34_455.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_34_455.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_34_455.jpg, 0, 1, 0, 30.19023
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_34_558.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_34_558.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_34_558.jpg, 0, 1, 0, 30.1903
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_34_661.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_34_661.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_34_661.jpg, -0.2354454, 1, 0, 30.17574
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_34_761.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_34_761.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_34_761.jpg, -0.1927509, 1, 0, 30.18807
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_34_864.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_34_864.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_34_864.jpg, 0, 1, 0, 30.18901
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_34_965.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_34_965.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_34_965.jpg, 0, 1, 0, 30.18968
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_35_065.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_35_065.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_35_065.jpg, 0, 1, 0, 30.1901
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_35_168.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_35_168.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_35_168.jpg, 0, 1, 0, 30.18984
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_35_268.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_35_268.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_35_268.jpg, 0, 1, 0, 30.19043
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_35_369.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_35_369.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_35_369.jpg, 0, 1, 0, 30.19016
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_35_472.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_35_472.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_35_472.jpg, 0, 1, 0, 30.19011
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_35_574.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_35_574.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_35_574.jpg, 0, 1, 0, 30.19024
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_35_675.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_35_675.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_35_675.jpg, 0, 1, 0, 30.1902
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_35_778.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_35_778.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_35_778.jpg, 0, 1, 0, 30.19019
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_35_879.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_35_879.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_35_879.jpg, 0, 1, 0, 30.19017
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_35_980.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_35_980.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_35_980.jpg, 0, 1, 0, 30.19017
E:\simulator-windows-64\IMG\center_2024_10_13_18_27_36_084.jpg, E:\simulator-windows-64\IMG\left_2024_10_13_18_27_36_084.jpg, E:\simulator-windows-64\IMG\right_2024_10_13_18_27_36_084.jpg, 0, 1, 0, 30.19021
